brand,product,hex,H,S,V,L,group
na,vm,fad8a7,35,0.33,0.98,88,6
na,vm,efbf99,27,0.36,0.94,81,6
na,vm,f6d0a1,33,0.35,0.96,86,6
na,vm,ecb98c,28,0.41,0.93,79,6
na,vm,e7ab74,29,0.5,0.91,75,6
na,vm,e6b685,30,0.42,0.9,78,6
na,vm,dd9e6d,26,0.51,0.87,71,6
na,vm,e4aa7c,27,0.46,0.89,74,6
na,vm,dfa575,27,0.48,0.87,73,6
na,vm,da9b5a,30,0.59,0.85,69,6
na,vm,e4a36a,28,0.54,0.89,72,6
na,vm,ca8a55,27,0.58,0.79,63,6
na,vm,ce8440,29,0.69,0.81,62,6
la,if,c39d76,30,0.39,0.76,68,7
la,if,bc8b63,27,0.47,0.74,62,7
la,if,c88f72,20,0.43,0.78,65,7
la,if,deaf91,23,0.35,0.87,75,7
la,fl,cd9967,29,0.5,0.8,67,7
la,fl,cc9998,1,0.25,0.8,68,7
la,fl,ffcc9a,30,0.4,1,86,7
cb,pm,cd9d77,27,0.42,0.8,69,7
cb,pm,ecc3a5,25,0.3,0.93,82,7
cb,pm,e5ae87,25,0.41,0.9,76,7
cb,af,e2c4a7,29,0.26,0.89,81,7
cb,af,bb8959,29,0.52,0.73,61,7
cb,af,d99c67,28,0.53,0.85,70,7
bd,lf,d7ac7a,32,0.43,0.84,73,7
bd,lf,d7b182,33,0.4,0.84,75,7
bd,lf,ce9c6a,30,0.49,0.81,68,7
bd,lf,eec693,34,0.38,0.93,83,7
bd,lf,d7c499,42,0.29,0.84,80,7
bd,lf,e3b385,29,0.41,0.89,77,7
bd,lf,cba167,35,0.49,0.8,69,7
ol,fo,eb893e,26,0.74,0.92,67,7
ol,fo,ef9a5a,26,0.62,0.94,72,7
ol,fo,d0803b,28,0.72,0.82,61,7
ol,fo,b76f47,21,0.61,0.72,54,7
bh,off,f3d3ba,26,0.23,0.95,87,7
bh,off,f5d7b5,32,0.26,0.96,88,7
bh,wp,f6b491,21,0.41,0.96,79,7
bh,wp,ffc2a5,19,0.35,1,84,7
bh,fss,cea975,35,0.43,0.81,72,7
bh,fss,cfb67c,42,0.4,0.81,75,7
bh,xf,ebb08a,24,0.41,0.92,77,7
bh,xf,e8b684,30,0.43,0.91,78,7
lh,mue,eec1a2,24,0.32,0.93,82,7
lh,mue,b7a597,26,0.17,0.72,69,7
lh,mue,f0c092,29,0.39,0.94,81,7
lh,mue,d0985f,30,0.54,0.82,67,7
lh,nbc,dcb689,33,0.38,0.86,77,7
lh,nbc,e7bda7,21,0.28,0.91,80,7
ny,sg,cb9070,21,0.45,0.8,65,7
ny,sg,dfab86,25,0.4,0.87,74,7
ny,sg,d19676,21,0.44,0.82,67,7
ny,sg,d4ac93,23,0.31,0.83,74,7
ny,sg,ebc7af,24,0.26,0.92,83,7
mb,fmm,f7d1bc,21,0.24,0.97,87,7
mb,fmm,f3b989,27,0.44,0.95,80,7
mb,fmm,f0ba81,31,0.46,0.94,80,7
mb,fmm,ebba8a,30,0.41,0.92,79,7
mb,fmm,d69c74,24,0.46,0.84,69,7
mb,fmm,f9d0b0,26,0.29,0.98,86,7
mb,fmm,fbd5bd,23,0.25,0.98,86,7
mb,fmm,e7b9a2,20,0.3,0.91,79,7
mb,fmm,dcb297,23,0.31,0.86,76,7
mb,fmm,e6b898,25,0.34,0.9,78,7
mb,fmm,ebbf93,30,0.37,0.92,81,7
mb,fmm,efb793,23,0.38,0.94,79,7
mb,fmm,ebba8a,30,0.41,0.92,79,7
mb,fmm,f3b27d,27,0.49,0.95,78,7
lo,tms,693720,19,0.7,0.41,29,7
lo,tms,b07555,21,0.52,0.69,55,7
lo,tms,bc6d4e,17,0.59,0.74,55,7
lo,tms,c29979,26,0.38,0.76,67,7
lo,tms,ddb496,25,0.32,0.87,76,7
lo,tms,eebfa3,22,0.32,0.93,81,7
lo,tms,e7cbb5,26,0.22,0.91,84,7
lo,tms,dcb29a,22,0.3,0.86,76,7
lo,tms,f0c7b3,20,0.25,0.94,83,7
lo,tms,eecfba,24,0.22,0.93,85,7
lo,tms,e8c7b8,19,0.21,0.91,83,7
lo,tms,f0cbb9,20,0.23,0.94,85,7
lo,tms,e9c4b1,20,0.24,0.91,82,7
lo,tms,eabea1,24,0.31,0.92,80,7
